date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,season,renovated,basement
2015-05-05,305000,3,2.5,2030,8000,2.0,0,0,3,7,2030,0,1997,0.0,98031,47.4024,-122.21600000000001,2290,7945,5,spring,0,0
2014-07-15,498000,3,2.5,1620,2640,2.0,0,0,4,7,1620,0,1900,1993.0,98122,47.6036,-122.305,1370,3840,7,summer,1,0
2014-05-23,799950,4,3.5,4220,196817,2.0,0,0,3,10,4220,0,1993,0.0,98092,47.2642,-122.18700000000001,2500,195395,5,spring,0,0
2015-05-05,737000,3,2.5,2300,7800,2.0,0,2,3,9,2300,0,1997,0.0,98052,47.6842,-122.155,2300,8187,5,spring,0,0
2014-07-02,339950,3,2.5,2390,34041,1.0,0,0,3,8,1840,550,1984,0.0,98042,47.3546,-122.081,2460,35686,7,summer,0,1
2014-05-16,249000,3,2.25,1440,7673,1.0,0,0,3,7,940,500,1982,0.0,98031,47.4034,-122.178,1440,8418,5,spring,0,1
2015-05-07,370000,2,1.0,910,5525,1.0,0,0,2,6,910,0,1910,0.0,98126,47.5322,-122.37899999999999,1620,5525,5,spring,0,0
2014-12-05,529000,5,2.5,2380,91476,1.0,0,0,4,8,1580,800,1976,0.0,98059,47.479,-122.15299999999999,1880,12870,12,winter,0,1
2015-03-17,310000,4,2.75,2060,8100,1.0,0,0,4,7,1310,750,1988,0.0,98198,47.3581,-122.31700000000001,1540,8100,3,spring,0,1
2014-10-27,315000,4,2.25,1880,9163,2.0,0,0,3,8,1880,0,1981,0.0,98058,47.4362,-122.165,1900,7980,10,fall,0,0
2014-10-02,1300000,4,2.5,3470,4160,2.0,0,0,3,9,2480,990,1927,0.0,98119,47.63,-122.363,2280,5440,10,fall,0,1
2014-11-05,435000,3,2.0,2360,12744,2.0,0,0,5,7,2360,0,1964,0.0,98059,47.483000000000004,-122.164,1650,8625,11,fall,0,0
2014-07-16,350000,3,1.75,1970,10800,1.0,0,0,4,7,1300,670,1979,0.0,98056,47.5107,-122.17200000000001,1970,8768,7,summer,0,1
2014-09-08,240000,3,1.0,1040,7800,1.0,0,0,3,7,1040,0,1948,0.0,98055,47.4804,-122.229,1780,8400,9,fall,0,0
2015-04-28,410000,3,2.25,1420,3750,2.0,0,0,3,7,1420,0,1987,0.0,98116,47.5725,-122.383,1430,4664,4,spring,0,0
2014-08-18,446000,4,2.5,1530,8375,1.0,0,0,3,7,1020,510,1974,0.0,98034,47.7174,-122.236,1650,9794,8,summer,0,1
2014-06-11,240000,3,1.5,1360,9760,1.5,0,0,5,7,1360,0,1984,0.0,98045,47.4648,-121.757,1310,11456,6,summer,0,0
2015-01-08,595000,4,3.0,3680,35736,1.5,0,0,4,8,2320,1360,1970,0.0,98027,47.4703,-122.015,3210,39512,1,winter,0,1
2015-03-06,215150,3,1.0,920,4770,1.0,0,0,4,6,920,0,1969,0.0,98042,47.3654,-122.08200000000001,920,4770,3,spring,0,0
2014-05-22,319950,2,1.0,1070,5824,1.0,0,2,5,7,1070,0,1949,0.0,98178,47.507,-122.242,2090,7980,5,spring,0,0
2014-06-16,385000,3,2.0,1590,9912,2.0,0,0,3,8,1590,0,2000,0.0,98070,47.3731,-122.43,1670,9912,6,summer,0,0
2015-03-25,280000,3,2.5,1600,6700,2.0,0,0,3,8,1600,0,1991,0.0,98042,47.3618,-122.074,1790,7577,3,spring,0,0
2015-05-11,399950,3,2.5,1510,7300,1.0,0,0,3,7,1040,470,1974,0.0,98034,47.7153,-122.211,1360,7300,5,spring,0,1
2014-05-23,132500,3,1.0,1080,10500,1.0,0,0,3,7,1080,0,1967,0.0,98001,47.32,-122.27799999999999,1200,9607,5,spring,0,0
2015-04-23,399950,2,0.75,1330,2856,1.0,0,0,4,7,930,400,1916,0.0,98126,47.5671,-122.37,1330,2856,4,spring,0,1
2014-07-21,290000,2,1.0,850,6800,1.0,0,0,3,7,850,0,1948,0.0,98133,47.7282,-122.337,870,6800,7,summer,0,0
2014-05-29,3100000,6,4.25,6980,15682,3.0,0,4,4,12,5330,1650,1999,0.0,98040,47.5552,-122.23100000000001,3930,18367,5,spring,0,1
2014-12-15,255000,3,1.5,1320,7980,1.0,0,0,3,7,1320,0,1956,0.0,98178,47.5068,-122.259,2000,7700,12,winter,0,0
2014-11-13,310000,4,3.0,2320,7200,2.0,0,0,3,7,2320,0,1976,0.0,98155,47.7703,-122.31200000000001,2050,10000,11,fall,0,0
2014-08-13,299000,3,1.0,960,8100,1.0,0,0,3,7,960,0,1955,0.0,98155,47.7763,-122.305,1080,8100,8,summer,0,0
2014-11-10,575000,4,2.5,2040,5508,2.0,0,0,4,8,2040,0,1996,0.0,98029,47.5719,-122.007,2130,5496,11,fall,0,0
2014-11-14,284000,3,1.0,1080,8214,1.0,0,0,3,7,1080,0,1944,0.0,98133,47.7401,-122.348,1850,13560,11,fall,0,0
2015-04-07,840000,3,1.75,2020,4800,1.0,0,0,4,8,1090,930,1926,0.0,98115,47.6726,-122.294,1680,4800,4,spring,0,1
2014-10-08,560000,3,1.0,1140,7028,1.0,0,0,3,8,1140,0,1931,0.0,98115,47.6948,-122.322,1350,6923,10,fall,0,0
2014-05-07,485000,3,2.0,1610,4160,1.0,0,0,4,7,1010,600,1917,0.0,98136,47.5421,-122.38799999999999,1040,4400,5,spring,0,1
2015-03-18,472500,4,1.75,1440,8536,1.0,0,0,4,7,1440,0,1961,0.0,98033,47.6775,-122.18,1720,9748,3,spring,0,0
2014-11-26,1610000,4,2.75,4270,25807,2.0,0,0,3,11,4270,0,1996,0.0,98004,47.5951,-122.206,3860,20723,11,fall,0,0
2014-12-19,808000,8,3.75,3460,4600,2.0,0,0,3,7,2860,600,1987,0.0,98105,47.6617,-122.289,2170,3750,12,winter,0,1
2014-10-22,398000,3,1.75,1890,16001,1.5,0,0,4,7,1890,0,1950,0.0,98011,47.7663,-122.20100000000001,1820,11450,10,fall,0,0
2015-02-17,340000,3,2.5,2240,6000,2.0,0,0,3,8,2240,0,2003,0.0,98059,47.4837,-122.13799999999999,2400,6000,2,winter,0,0
2015-05-13,380000,2,1.0,760,4000,1.5,0,0,3,6,760,0,1910,0.0,98108,47.5462,-122.32,1130,4000,5,spring,0,0
2014-09-12,235000,3,1.0,1020,6173,1.0,0,0,3,6,780,240,1948,0.0,98168,47.5042,-122.329,1330,5909,9,fall,0,1
2014-10-27,400000,3,1.5,1330,9900,1.0,0,0,3,7,1330,0,1956,0.0,98034,47.7167,-122.23299999999999,1940,9900,10,fall,0,0
2014-07-11,582000,5,2.5,2780,12335,1.0,0,0,4,8,1590,1190,1968,0.0,98006,47.5681,-122.12799999999999,2750,9930,7,summer,0,1
2014-12-31,209000,2,1.0,1070,6120,1.0,0,0,3,6,1070,0,1962,0.0,98168,47.4989,-122.31700000000001,1130,6120,12,winter,0,0
2015-04-03,335000,5,3.0,2660,7700,1.5,0,0,4,7,1670,990,1962,0.0,98058,47.46,-122.17399999999999,1610,7700,4,spring,0,1
2014-12-12,285950,2,1.0,710,7120,1.0,0,0,5,6,710,0,1942,0.0,98146,47.5122,-122.374,1100,7020,12,winter,0,0
2014-11-07,645000,5,2.25,3340,52476,2.0,0,0,4,8,3340,0,1975,0.0,98027,47.4553,-121.98700000000001,2460,48351,11,fall,0,0
2014-05-30,315000,3,2.0,1060,5750,1.0,0,0,3,7,1060,0,1981,0.0,98126,47.5523,-122.37200000000001,1080,5750,5,spring,0,0
2015-03-23,302200,4,1.5,1730,10396,1.0,0,0,3,7,1730,0,1964,0.0,98058,47.4497,-122.16799999999999,1510,10396,3,spring,0,0
2015-01-08,770000,3,2.5,2190,2658,2.0,0,3,4,9,2190,0,1979,0.0,98033,47.6528,-122.20299999999999,2315,2538,1,winter,0,0
2015-01-22,374950,4,1.75,1660,8160,1.0,0,0,3,8,1660,0,1974,0.0,98058,47.4483,-122.12899999999999,1800,7684,1,winter,0,0
2014-10-20,230000,2,1.0,870,7020,1.0,0,0,4,6,570,300,1942,0.0,98106,47.5404,-122.352,1730,7020,10,fall,0,1
2015-04-27,967000,4,2.5,3100,7250,2.0,0,0,3,9,3100,0,2010,0.0,98115,47.6961,-122.316,1240,6670,4,spring,0,0
2014-09-08,536500,4,2.5,1720,3515,2.0,0,2,3,8,1470,0,2000,0.0,98144,47.591,-122.29299999999999,1140,2208,9,fall,0,0
2014-06-27,315000,6,4.0,3120,4240,2.0,0,2,4,7,2090,1030,1993,0.0,98106,47.5305,-122.353,1460,4240,6,summer,0,1
2014-07-16,626000,3,1.0,1040,4240,1.0,0,0,4,7,860,180,1924,0.0,98117,47.6768,-122.367,1170,4240,7,summer,0,1
2014-07-18,334009,4,2.0,1650,9305,1.0,0,0,4,6,1650,0,1960,0.0,98034,47.7183,-122.213,1860,7486,7,summer,0,0
2015-01-29,429000,2,1.0,1010,5000,1.0,0,0,2,7,1010,0,1924,0.0,98107,47.6715,-122.365,1410,5000,1,winter,0,0
2014-08-28,326000,5,2.75,2166,6342,2.0,0,0,3,8,2166,0,2013,0.0,98042,47.3461,-122.152,2474,5948,8,summer,0,0
2014-06-12,310000,5,3.0,1880,5000,1.0,0,0,3,7,1100,780,1997,0.0,98106,47.5453,-122.363,1640,5000,6,summer,0,1
2015-04-21,525000,4,2.0,2260,7680,1.0,0,0,4,7,1130,1130,1947,0.0,98177,47.7193,-122.361,1800,7680,4,spring,0,1
2015-04-03,350000,3,2.25,2010,4400,1.5,0,0,3,7,2010,0,1986,0.0,98055,47.4735,-122.189,1720,4187,4,spring,0,0
2015-04-02,936000,4,2.5,3330,8897,2.0,0,0,3,10,3330,0,2001,0.0,98074,47.6484,-122.08,3150,7515,4,spring,0,0
2014-11-29,226000,3,1.0,1520,7200,1.0,0,0,3,7,1030,490,1954,0.0,98166,47.4527,-122.352,1530,7201,11,fall,0,1
2015-05-01,1250000,5,3.5,3510,4798,2.0,0,0,3,10,2700,810,2008,0.0,98105,47.669,-122.28200000000001,1460,1684,5,spring,0,1
2014-05-29,329932,3,1.5,1460,5040,1.0,0,0,3,7,1100,360,1971,0.0,98133,47.7112,-122.35700000000001,2330,7560,5,spring,0,1
2015-01-20,539000,3,1.5,1460,5040,1.0,0,0,3,7,1100,360,1971,0.0,98133,47.7112,-122.35700000000001,2330,7560,1,winter,0,1
2015-03-10,275000,3,1.75,1650,7700,1.0,0,0,4,8,1650,0,1977,0.0,98023,47.3155,-122.365,2020,7700,3,spring,0,0
2015-01-23,782000,4,2.5,3510,24604,2.0,0,0,3,10,3510,0,1997,0.0,98053,47.6772,-122.056,3530,26673,1,winter,0,0
2014-06-16,575000,4,2.5,2120,9603,2.0,0,0,3,8,2120,0,1985,0.0,98027,47.5348,-122.053,1990,9611,6,summer,0,0
2015-01-14,509000,3,2.25,1780,9315,2.0,0,0,3,7,1780,0,1996,0.0,98133,47.7484,-122.353,1780,8545,1,winter,0,0
2014-05-09,290000,4,2.5,2000,13300,1.0,0,0,4,7,1200,800,1968,0.0,98001,47.353,-122.294,1800,9810,5,spring,0,1
2014-07-28,305240,3,1.0,1300,9000,1.0,0,0,3,7,1300,0,1956,0.0,98133,47.7352,-122.337,1500,9600,7,summer,0,0
2014-06-10,555000,3,2.0,2180,4976,1.5,0,2,4,8,1680,500,1930,0.0,98126,47.573,-122.38,1850,5000,6,summer,0,1
2014-07-25,317000,3,2.0,1790,8228,1.0,0,0,3,7,1390,400,1980,0.0,98058,47.4658,-122.17200000000001,1880,8228,7,summer,0,1
2015-02-24,850000,2,1.5,1800,4144,1.0,0,4,4,7,900,900,1962,0.0,98116,47.5934,-122.39,2090,4173,2,winter,0,1
2014-07-30,327200,2,2.0,1440,8425,1.0,0,0,4,6,1440,0,1942,1983.0,98168,47.4831,-122.296,1430,12037,7,summer,1,0
2014-09-03,360000,4,2.5,2340,13445,2.0,0,0,3,8,2340,0,1990,0.0,98042,47.373999999999995,-122.125,2340,11188,9,fall,0,0
2014-12-11,372000,4,2.5,2070,8658,2.0,0,0,3,8,2070,0,1999,0.0,98178,47.5072,-122.257,2010,7215,12,winter,0,0
2015-03-26,453000,3,1.0,2160,11484,1.5,0,0,4,7,2160,0,1968,0.0,98034,47.7277,-122.185,2270,10080,3,spring,0,0
2014-07-02,475000,4,2.5,2040,7260,2.0,0,0,4,7,2040,0,1963,0.0,98133,47.7399,-122.33200000000001,2040,7360,7,summer,0,0
2015-04-03,313500,5,3.0,2240,94960,1.0,0,0,3,6,2240,0,1985,0.0,98045,47.481,-121.788,1780,43400,4,spring,0,0
2014-09-24,244500,2,1.75,1300,14500,1.0,0,0,3,6,650,0,1939,0.0,98168,47.4989,-122.329,1370,12986,9,fall,0,0
2014-07-11,206000,3,1.75,1140,9800,1.0,0,0,4,7,1140,0,1968,0.0,98001,47.3063,-122.27,1370,9800,7,summer,0,0
2015-02-17,250000,3,1.75,1628,286355,1.0,0,0,3,7,1628,0,1996,0.0,98092,47.2558,-122.12200000000001,1490,216344,2,winter,0,0
2014-10-27,246000,3,2.0,1990,203861,1.0,0,0,3,7,1990,0,1949,0.0,98022,47.2507,-122.039,2760,217800,10,fall,0,0
2014-09-24,395000,4,1.75,1910,8117,1.0,0,0,3,7,1460,450,1975,0.0,98072,47.7344,-122.17299999999999,1810,8100,9,fall,0,1
2014-09-26,305000,3,1.0,820,5150,1.0,0,0,5,6,820,0,1918,0.0,98118,47.5514,-122.28399999999999,1100,5150,9,fall,0,0
2014-09-23,160000,3,2.25,1470,8682,1.0,0,0,3,7,1160,310,1985,0.0,98003,47.2729,-122.29899999999999,1670,8359,9,fall,0,1
2014-08-11,169500,3,1.0,1060,10023,1.0,0,0,3,6,1060,0,1962,0.0,98023,47.2869,-122.36,1060,10023,8,summer,0,0
2014-12-05,690500,4,2.75,3130,8920,2.0,0,0,3,8,3130,0,2014,0.0,98155,47.7397,-122.316,1450,9183,12,winter,0,0
2014-12-03,245560,2,1.5,1260,9693,1.0,0,0,3,7,1260,0,1957,0.0,98177,47.7775,-122.365,1800,9693,12,winter,0,0
2014-10-15,383000,4,1.75,2580,19607,1.0,0,2,4,8,1290,1290,1958,0.0,98056,47.5067,-122.197,1970,9569,10,fall,0,1
2014-09-18,250000,3,1.75,1350,8548,1.0,0,0,3,7,1350,0,1985,0.0,98003,47.3179,-122.33,1660,8538,9,fall,0,0
2015-02-03,455500,3,1.75,2290,19000,1.0,0,0,4,9,1650,640,1973,0.0,98042,47.3837,-122.15799999999999,2900,13034,2,winter,0,1
2014-08-20,291375,4,2.5,2220,6233,2.0,0,0,3,7,2220,0,2001,0.0,98059,47.4887,-122.15,2220,5352,8,summer,0,0
2015-03-04,225000,3,1.0,1490,15850,1.0,0,0,3,7,1490,0,1946,0.0,98133,47.7411,-122.34700000000001,1950,13228,3,spring,0,0
2014-08-26,250000,3,2.5,2070,8400,2.0,0,0,4,8,2070,0,1990,0.0,98002,47.3099,-122.206,2070,9239,8,summer,0,0
2015-01-14,599500,4,2.25,2020,10260,2.0,0,0,4,7,2020,0,1984,0.0,98052,47.6801,-122.11399999999999,2020,10311,1,winter,0,0
2014-09-24,625000,4,1.5,2190,13660,1.0,0,3,3,8,2190,0,1952,0.0,98177,47.7658,-122.37,2520,20500,9,fall,0,0
2015-05-06,248500,2,1.0,780,10064,1.0,0,0,4,7,780,0,1958,0.0,98168,47.4913,-122.318,1090,14750,5,spring,0,0
2014-09-30,469950,5,2.0,1220,4200,1.0,0,0,4,6,1090,130,1921,0.0,98105,47.6677,-122.321,1790,4200,9,fall,0,1
2015-04-22,525000,3,1.5,1840,10956,1.0,0,0,4,8,1840,0,1970,0.0,98033,47.6746,-122.164,1680,10950,4,spring,0,0
2014-09-02,787500,2,2.5,2390,6928,2.0,0,3,4,8,1810,580,1949,1982.0,98146,47.5101,-122.391,2390,12852,9,fall,1,1
2014-10-10,280000,5,2.0,2110,7919,1.0,0,0,3,7,1110,1000,1966,0.0,98118,47.5164,-122.26700000000001,1590,5250,10,fall,0,1
2015-04-02,200000,4,1.0,1020,42966,1.5,0,0,4,6,1020,0,1922,0.0,98072,47.7617,-122.11,2250,37680,4,spring,0,0
2014-10-10,490000,3,2.5,3080,7363,2.0,0,0,3,9,3080,0,2006,0.0,98055,47.4473,-122.205,2860,5273,10,fall,0,0
2014-12-31,146000,3,1.0,900,4770,1.0,0,0,3,6,900,0,1969,2009.0,98023,47.3038,-122.36200000000001,900,3480,12,winter,1,0
2014-11-20,500000,5,3.0,3720,25474,2.0,0,4,3,9,2090,1630,1986,0.0,98001,47.3296,-122.256,1870,14547,11,fall,0,1
2014-10-06,324950,3,1.0,1040,7288,1.0,0,0,3,7,1040,0,1959,0.0,98125,47.7287,-122.311,1160,7287,10,fall,0,0
2015-04-16,231500,2,1.0,1000,7615,1.0,0,0,4,6,1000,0,1943,0.0,98056,47.49,-122.191,1060,8000,4,spring,0,0
2014-05-29,300000,3,2.5,2080,9827,2.0,0,0,3,8,2080,0,1989,0.0,98023,47.3058,-122.39399999999999,2660,9861,5,spring,0,0
2014-12-02,545000,4,2.5,2500,50595,2.0,0,0,3,9,2500,0,1997,0.0,98045,47.4736,-121.73100000000001,2765,33720,12,winter,0,0
2015-02-17,350000,3,1.0,1050,8583,1.0,0,0,5,6,1050,0,1955,0.0,98133,47.7451,-122.339,1460,7351,2,winter,0,0
2015-04-08,180000,3,1.0,1610,8500,1.5,0,0,3,7,1610,0,1959,0.0,98032,47.3717,-122.29700000000001,1070,8750,4,spring,0,0
2014-07-10,749000,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,1920,0.0,98144,47.5828,-122.291,2560,5000,7,summer,0,0
2014-10-09,245000,3,2.5,1460,11593,2.0,0,0,3,7,1460,0,1989,0.0,98023,47.2984,-122.385,1640,9703,10,fall,0,0
2014-08-19,260000,5,1.0,1600,7350,1.0,0,0,5,7,1600,0,1962,0.0,98031,47.3943,-122.196,1600,7725,8,summer,0,0
2014-06-07,490000,3,3.0,1730,2940,3.0,0,0,3,7,1730,0,1985,0.0,98117,47.6911,-122.39200000000001,1690,4410,6,summer,0,0
2014-08-25,330000,4,2.25,2430,7490,2.0,0,0,3,8,2430,0,1983,0.0,98058,47.4406,-122.139,2070,7469,8,summer,0,0
2014-11-04,295000,3,1.0,1380,7575,1.0,0,0,4,7,1380,0,1963,0.0,98056,47.5139,-122.18700000000001,1320,7600,11,fall,0,0
2014-10-09,725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0.0,98115,47.6754,-122.325,1290,3500,10,fall,0,0
2014-09-03,1140000,4,2.5,3370,10602,2.0,0,0,3,10,3370,0,1999,0.0,98007,47.6591,-122.147,2950,9949,9,fall,0,0
2014-08-04,680000,3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,1956,0.0,98177,47.7065,-122.37,1940,6300,8,summer,0,1
2014-10-30,490000,2,1.0,2180,9300,1.0,0,0,4,7,1090,1090,1947,0.0,98177,47.7032,-122.37100000000001,1830,7378,10,fall,0,1
2014-12-09,330000,4,2.25,2440,8098,2.0,0,0,3,8,2440,0,1983,0.0,98023,47.3126,-122.346,2110,7911,12,winter,0,0
2015-03-24,270000,3,2.5,1350,1189,2.0,0,0,3,7,1080,270,2007,0.0,98106,47.5218,-122.35799999999999,1300,1182,3,spring,0,1
2014-05-14,340000,3,2.25,1970,3716,2.0,0,0,3,7,1970,0,1997,0.0,98056,47.4907,-122.167,1780,3716,5,spring,0,0
2015-03-04,413252,3,0.75,1110,3960,1.0,0,0,3,7,1110,0,1951,0.0,98117,47.6834,-122.366,1610,5530,3,spring,0,0
2015-04-15,726888,5,3.0,2970,7261,2.0,0,0,3,9,2970,0,1999,0.0,98075,47.5994,-122.01899999999999,2970,8437,4,spring,0,0
2014-12-06,285000,2,1.0,720,6400,1.0,0,0,4,6,720,0,1943,0.0,98126,47.5286,-122.368,1030,6400,12,winter,0,0
2015-03-09,295000,4,2.0,1650,7200,1.0,0,0,3,7,1650,0,1964,0.0,98133,47.7543,-122.344,1410,7200,3,spring,0,0
2015-03-18,460000,3,2.25,1620,7350,1.0,0,0,3,7,1170,450,1969,0.0,98034,47.7248,-122.179,1800,7350,3,spring,0,1
2014-09-25,230000,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0.0,98198,47.3775,-122.319,1360,2873,9,fall,0,0
2014-05-22,337000,3,1.0,1070,6109,1.0,0,0,5,7,1070,0,1951,0.0,98125,47.7207,-122.32,1170,7200,5,spring,0,0
2014-09-08,300000,3,1.0,1010,6300,1.0,0,0,3,7,1010,0,1957,0.0,98133,47.7304,-122.352,1480,7480,9,fall,0,0
2015-01-30,2300000,4,2.5,3370,8402,1.0,0,0,5,10,2240,1130,1962,0.0,98112,47.6349,-122.29,3190,8700,1,winter,0,1
2014-12-10,360000,4,2.5,2000,5500,2.0,0,0,3,8,2000,0,2003,0.0,98038,47.3552,-122.014,2000,5512,12,winter,0,0
2015-03-16,585000,3,2.5,2060,10839,2.0,0,0,3,8,2060,0,1987,0.0,98029,47.5675,-122.016,2180,8126,3,spring,0,0
2014-10-08,182700,3,2.25,1740,6650,1.0,0,0,3,7,1240,500,1978,0.0,98023,47.2979,-122.37899999999999,1740,7000,10,fall,0,1
2015-04-28,305000,3,2.25,1740,6650,1.0,0,0,3,7,1240,500,1978,0.0,98023,47.2979,-122.37899999999999,1740,7000,4,spring,0,1
2014-05-05,309950,3,2.5,1880,7838,2.0,0,0,3,7,1880,0,1994,0.0,98055,47.4439,-122.19,1810,7915,5,spring,0,0
2015-03-16,550000,3,1.0,960,12527,1.0,0,0,3,7,960,0,1972,0.0,98033,47.6891,-122.20299999999999,1220,7579,3,spring,0,0
2014-10-01,998500,2,1.0,1570,4400,1.5,0,0,4,8,1570,0,1914,0.0,98122,47.6112,-122.29299999999999,1850,4400,10,fall,0,0
2014-11-01,644500,4,2.5,2990,5342,2.0,0,0,3,8,2990,0,2004,0.0,98074,47.6124,-122.009,2990,5936,11,fall,0,0
2015-01-12,320000,3,2.0,1250,8636,1.0,0,0,5,7,1250,0,1968,0.0,98059,47.5066,-122.15899999999999,1620,7653,1,winter,0,0
2014-08-05,395000,2,1.0,960,6700,1.0,0,0,3,7,960,0,1951,0.0,98103,47.6955,-122.35700000000001,1350,6700,8,summer,0,0
2015-03-16,259250,3,1.0,940,5904,1.0,0,0,3,6,940,0,1947,0.0,98103,47.699,-122.35,870,5728,3,spring,0,0
2014-11-06,300000,3,1.0,1260,5000,1.0,0,0,4,6,1260,0,1968,0.0,98014,47.6492,-121.915,1180,7500,11,fall,0,0
2015-02-20,413000,3,1.75,2280,139392,1.0,0,0,3,8,2280,0,1977,0.0,98092,47.291000000000004,-122.118,2280,117176,2,winter,0,0
2014-08-01,435000,3,2.25,1740,8491,1.0,0,0,3,8,1240,500,1958,0.0,98177,47.7758,-122.37899999999999,2080,8494,8,summer,0,1
2014-10-03,500000,4,2.75,2630,15000,1.0,0,0,4,7,1690,940,1976,0.0,98072,47.7425,-122.089,1800,16500,10,fall,0,1
2014-08-01,402000,4,1.75,2430,5481,1.0,0,0,3,8,1430,1000,1953,0.0,98108,47.5569,-122.29799999999999,2050,5508,8,summer,0,1
2014-05-07,300000,2,1.0,760,3001,1.0,0,0,3,6,760,0,1913,0.0,98144,47.5874,-122.311,1750,5000,5,spring,0,0
2014-09-23,435000,3,1.5,1740,6988,1.0,0,0,3,7,1600,140,1950,0.0,98133,47.7211,-122.33,1650,7500,9,fall,0,1
2014-05-28,840000,4,2.5,3420,8405,2.0,0,0,3,10,3420,0,2000,0.0,98074,47.6328,-122.064,3230,8460,5,spring,0,0
2015-03-26,455000,4,1.5,1880,11400,1.0,0,0,3,7,1280,600,1955,0.0,98177,47.7718,-122.381,1880,11400,3,spring,0,1
2014-09-23,649000,5,3.25,3990,13087,2.0,0,0,3,9,2400,1590,1991,0.0,98042,47.3632,-122.061,2580,13633,9,fall,0,1
2015-05-24,445500,2,1.75,1390,6670,1.0,0,0,3,6,720,670,1941,0.0,98115,47.6914,-122.30799999999999,920,6380,5,spring,0,1
2014-05-27,475000,3,2.0,1230,11502,1.0,0,0,4,7,1230,0,1984,0.0,98052,47.7017,-122.12700000000001,1660,11727,5,spring,0,0
2015-04-30,590000,4,2.5,2940,29013,2.0,0,0,3,10,2940,0,1992,0.0,98077,47.7635,-122.044,3010,34071,4,spring,0,0
2015-02-24,565000,4,1.5,2190,8296,2.0,0,0,3,7,2190,0,1935,1963.0,98136,47.5158,-122.385,1160,8160,2,winter,1,0
2014-09-15,110000,1,1.0,640,10280,1.0,0,0,2,5,640,0,1920,0.0,98126,47.5144,-122.368,1090,9000,9,fall,0,0
2014-12-19,375000,3,2.5,1670,7740,1.0,0,0,3,7,1130,540,1974,0.0,98126,47.5222,-122.37,1220,7740,12,winter,0,1
2014-07-18,255000,3,1.5,1240,8528,1.0,0,0,4,7,1240,0,1967,0.0,98058,47.4478,-122.15700000000001,1570,8064,7,summer,0,0
2015-04-29,315000,5,1.75,1850,14800,1.5,0,0,3,6,1760,90,1937,0.0,98168,47.4935,-122.321,1250,14800,4,spring,0,1
2014-07-14,380000,3,1.0,1020,4800,1.0,0,0,3,7,1020,0,1944,0.0,98118,47.5615,-122.272,1400,5465,7,summer,0,0
2014-11-10,338950,3,1.75,1610,22496,1.0,0,0,4,7,1610,0,1974,0.0,98042,47.3443,-122.073,2050,35772,11,fall,0,0
2014-10-19,542500,5,3.5,2730,42500,1.0,0,0,3,8,1530,1200,1989,0.0,98027,47.4587,-121.99600000000001,3180,37970,10,fall,0,1
2014-08-16,739000,5,2.5,2840,5000,1.0,0,0,4,7,1620,1220,1913,0.0,98144,47.5817,-122.291,2200,5000,8,summer,0,1
2014-06-19,549000,4,1.75,1290,3060,2.0,0,0,4,7,1290,0,1906,0.0,98103,47.6798,-122.348,1510,4080,6,summer,0,0
2014-06-11,735000,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0.0,98115,47.6782,-122.3,1560,5100,6,summer,0,1
2014-07-09,270000,4,2.5,1660,8063,1.0,0,0,4,7,1660,0,1978,0.0,98198,47.3761,-122.32,1060,8437,7,summer,0,0
2015-02-04,2250000,3,2.5,3420,8700,1.0,0,0,3,9,2890,530,1951,0.0,98112,47.6352,-122.29,3370,8700,2,winter,0,1
2015-03-02,469000,4,2.5,2240,5624,1.0,0,0,3,7,1520,720,1961,0.0,98108,47.5574,-122.30799999999999,2240,7495,3,spring,0,1
2015-01-08,305000,4,2.25,2340,5250,2.0,0,0,5,7,2340,0,1965,0.0,98118,47.5183,-122.266,1540,5250,1,winter,0,0
2014-07-10,675000,3,1.75,1920,4500,1.0,0,0,5,7,960,960,1924,0.0,98107,47.6645,-122.35700000000001,1190,4000,7,summer,0,1
2015-02-05,385000,3,1.0,1470,11398,1.0,0,0,3,8,1470,0,1950,0.0,98155,47.746,-122.296,1710,11407,2,winter,0,0
2015-02-14,815000,3,2.5,3400,12442,2.0,0,0,3,9,3400,0,2001,0.0,98075,47.5611,-122.03200000000001,3250,8635,2,winter,0,0
2015-03-30,531000,3,2.25,1910,8390,1.0,0,0,3,7,1910,0,1979,0.0,98034,47.73,-122.21600000000001,2410,8390,3,spring,0,0
2015-03-23,386500,4,1.0,1400,3600,1.0,0,0,4,6,700,700,1901,0.0,98144,47.5972,-122.295,1690,3600,3,spring,0,1
2014-05-08,868500,3,2.5,2920,3942,3.0,0,0,3,10,2920,0,2008,0.0,98056,47.53100000000001,-122.204,2920,3942,5,spring,0,0
2015-02-09,599380,3,1.75,1270,7350,1.0,0,0,4,7,1270,0,1967,0.0,98005,47.6046,-122.16799999999999,1880,7350,2,winter,0,0
